"NAME","ZIP","asset_size","MAINOFF","CERT","OFFNAME"
"The Talbot Bank Of Easton, Maryland","21601","578240.0","1","1893","The Talbot Bank Of Easton, Maryland"
"Farmers And Merchants Bank","21155","334466.0","1","1895","Farmers And Merchants Bank"
"First Independent Bank","56169","283619.0","1","1900","First Independent Bank"
"Farmers And Merchants State Bank Of Sacred Heart","56285","24062.0","1","1901","Farmers And Merchants State Bank Of"
"St. Clair State Bank (Incorporated)","56080","81359.0","1","1903","St. Clair State Bank (Incorporated)"
"Profinium, Inc.","56088","333916.0","1","1905","Profinium, Inc."
"Triumph State Bank","56176","63238.0","1","1906","Triumph State Bank"
"The Wanda State Bank","56294","126652.0","1","1908","The Wanda State Bank"
"Castle Rock Bank","55010","178856.0","1","1913","Castle Rock Bank"
"State Bank In Eden Valley","55329","31195.0","1","1916","State Bank In Eden Valley"
"Citizens State Bank Of Glenville","56036","37661.0","1","1918","Citizens State Bank Of Glenville"
"Peoples State Bank Of Madison Lake","56063","22509.0","1","1923","Peoples State Bank Of Madison Lake"
"Farmers State Bank Of Trimont","56176","63971.0","1","1929","Farmers State Bank Of Trimont"
"New Market Bank","55054","95838.0","1","1931","New Market Bank"
"Citizens State Bank Norwood Young America","55368","77944.0","1","1933","Citizens State Bank Norwood Young Am"
"First State Bank Of Okabena (Incorporated)","56161","18949.0","1","1934","First State Bank Of Okabena (Incorpo"
"Community State Bank Of Missouri","63334","220337.0","1","1936","Community State Bank Of Missouri"
"Bank Of Crocker","65583","124543.0","1","1937","Bank Of Crocker"
"The Tipton Latham Bank, National Association","65081","112218.0","1","1941","The Tipton Latham Bank, National Association"
"Metz Banking Company","64772","71292.0","1","1945","Metz Banking Company"
"Alliant Bank","65263","146977.0","1","1946","Alliant Bank"
"Citizens Bank Of Eldon","65026","131825.0","1","1956","Citizens Bank Of Eldon"
"Lamar Bank And Trust Company","64759","134212.0","1","1964","Lamar Bank And Trust Company"
"First Midwest Bank Of The Ozarks","63957","116567.0","1","1970","First Midwest Bank Of The Ozarks"
"Citizens Bank & Trust Company","59011","108652.0","1","1972","Citizens Bank & Trust Company"
"The Yellowstone Bank","59044","661002.0","1","1978","The Yellowstone Bank"
"Valley Bank Of Kalispell","59901","113314.0","1","1980","Valley Bank Of Kalispell"
"The First State Bank Of Malta","59538","135255.0","1","1982","The First State Bank Of Malta"
"Western Nebraska Bank","69025","77938.0","1","1983","Western Nebraska Bank"
"Commercial State Bank","68971","63222.0","1","1986","Commercial State Bank"
"Pathway Bank","68824","133724.0","1","1992","Pathway Bank"
"Cerescobank","68017","44448.0","1","1993","Cerescobank"
"Farmers & Merchants Bank","28072","535729.0","1","2036","Farmers & Merchants Bank"
"State Bank & Trust Of Kenmare","58746","122277.0","1","2057","State Bank & Trust Of Kenmare"
"The Fahey Banking Company","43302","213705.0","1","2068","The Fahey Banking Company"
"The National Capital Bank Of Washington","20003","420390.0","1","2093","The National Capital Bank Of Washing"
"The Conway National Bank","29526","1029096.0","1","2102","The Conway National Bank"
"First National Bank Of South Carolina","29059","177002.0","1","2107","First National Bank Of South Carolin"
"Southcrest Bank, National Association","30290","550239.0","1","2124","Southcrest Bank, National Association"
"Queensborough National Bank & Trust Company","30434","820846.0","1","2138","Queensborough National Bank & Trust"
"Bank Of Monticello","31064","96494.0","1","2145","Bank Of Monticello"
"Southwest Georgia Bank","31768","390289.0","1","2147","Southwest Georgia Bank"
"The Geo. D. Warthen Bank","31082","174627.0","1","2154","The Geo. D. Warthen Bank"
"First State Bank Of Randolph County","39840","70758.0","1","2157","First State Bank Of Randolph County"
"The First National Bank Of Waynesboro","30830","114075.0","1","2160","The First National Bank Of Waynesbor"
"First Community Bank","59230","279322.0","1","2176","First Community Bank"
"Montana State Bank","59254","83677.0","1","2201","Montana State Bank"
"Ruby Valley National Bank","59754","87193.0","1","2203","Ruby Valley National Bank"
"Bank Of The Rockies, National Association","59645","130868.0","1","2205","Bank Of The Rockies, National Association"
"First Northern Bank Of Wyoming","82834","274133.0","1","2208","First Northern Bank Of Wyoming"
"Bank Of Bridger, National Association","59014","382575.0","1","2224","Bank Of Bridger, National Association"
"The Rawlins National Bank","82301","169504.0","1","2228","The Rawlins National Bank"
"Rsnb Bank","82901","371734.0","1","2229","Rsnb Bank"
"Pinnacle Bank - Wyoming","82240","698119.0","1","2232","Pinnacle Bank - Wyoming"
"The First National Bank Of Santa Fe","87104","1644419.0","1","2239","The First National Bank Of Santa Fe"
"First American Bank","88210","1081804.0","1","2240","First American Bank"
"The Carlsbad National Bank","88220","320313.0","1","2241","The Carlsbad National Bank"
"The James Polk Stone Community Bank","88130","206311.0","1","2244","The James Polk Stone Community Bank"
"Bank Of The Southwest","88201","149816.0","1","2247","Bank Of The Southwest"
"Western Bank","88045","162214.0","1","2249","Western Bank"
"The First National Bank Of Layton","84041","291634.0","1","2260","The First National Bank Of Layton"
"Zions First National Bank","84133","1.9050444E7","1","2270","Zions First National Bank"
"The First National Bank Of Ely","89301","92233.0","1","2273","The First National Bank Of Ely"
"The Cortland Savings And Banking Company","44410","565093.0","1","2281","The Cortland Savings And Banking Com"
"North Valley Bank","43701","174117.0","1","2284","North Valley Bank"
"The Genoa Banking Company","43430","291944.0","1","2285","The Genoa Banking Company"
"Buckeye State Bank","43318","47658.0","1","2286","Buckeye State Bank"
"Commodore Bank","43783","80450.0","1","2289","Commodore Bank"
"The Farmers Savings Bank","44275","274857.0","1","2290","The Farmers Savings Bank"
"The Commercial Savings Bank","43351","326321.0","1","2291","The Commercial Savings Bank"
"The Bank Of Magnolia Company","44643","77045.0","1","2300","The Bank Of Magnolia Company"
"The First State Bank","73933","67221.0","1","2301","The First State Bank"
"Washita Valley Bank","73038","41155.0","1","2308","Washita Valley Bank"
"The American Bank","74467","30664.0","1","2312","The American Bank"
"Armstrong Bank","74401","840648.0","1","2315","Armstrong Bank"
"The Bank Of Wyandotte","74370","13682.0","1","2317","The Bank Of Wyandotte"
"Cornerstone Bank","73772","158035.0","1","2318","Cornerstone Bank"
"Peoples Bank","74965","47902.0","1","2320","Peoples Bank"
"Avb Bank","74012","282373.0","1","2326","Avb Bank"
"Bank Of Cherokee County","74441","104398.0","1","2327","Bank Of Cherokee County"
"American Exchange Bank, Lindsay, Oklahoma","73052","62004.0","1","2328","American Exchange Bank, Lindsay, Oklahoma"
"Peoples Bank And Trust Company","73565","30165.0","1","2331","Peoples Bank And Trust Company"
"Wilburton State Bank","74578","65270.0","1","2332","Wilburton State Bank"
"Mauch Chunk Trust Company","18229","373448.0","1","2359","Mauch Chunk Trust Company"
"The Bank Of Waynesboro","38485","151105.0","1","2375","The Bank Of Waynesboro"
"Bank Of Gleason","38229","118403.0","1","2379","Bank Of Gleason"
"Carroll Bank And Trust","38344","270919.0","1","2380","Carroll Bank And Trust"
"Security Bank","38059","174538.0","1","2391","Security Bank"
"Commercial State Bank","77437","316783.0","1","2409","Commercial State Bank"
"Farmers Bank","23487","410355.0","1","2429","Farmers Bank"
"Clear Mountain Bank","26525","513775.0","1","2443","Clear Mountain Bank"
"Clay County Bank, Inc.","25043","82279.0","1","2444","Clay County Bank, Inc."
"Pioneer Community Bank, Inc.","24844","118587.0","1","2448","Pioneer Community Bank, Inc."
"West Union Bank","26456","162670.0","1","2452","West Union Bank"
"Davis Trust Company","26241","143395.0","1","2453","Davis Trust Company"
"The Bank Of Brodhead","53520","140718.0","1","2455","The Bank Of Brodhead"
"Citizens State Bank","54727","112549.0","1","2467","Citizens State Bank"
"Northwestern Bank","54729","405844.0","1","2468","Northwestern Bank"
"Badger Bank","53538","122614.0","1","2469","Badger Bank"
"Mcfarland State Bank","53558","428173.0","1","2476","Mcfarland State Bank"
"Bank Of Deerfield","53531","124210.0","1","2477","Bank Of Deerfield"
"Nekoosa Port Edwards State Bank","54457","202847.0","1","2482","Nekoosa Port Edwards State Bank"
"Farmers And Merchants Bank","54475","28674.0","1","2485","Farmers And Merchants Bank"
"The National Iron Bank","6068","112763.0","1","2496","The National Iron Bank"
"The First National Bank Of Suffield","6078","247109.0","1","2526","The First National Bank Of Suffield"
"The Edgartown National Bank","2539","177232.0","1","2575","The Edgartown National Bank"
"First Ipswich Bank","1938","337948.0","1","2595","First Ipswich Bank"
"The Lenox National Bank","1240","66613.0","1","2598","The Lenox National Bank"
"The National Grand Bank Of Marblehead","1945","291203.0","1","2608","The National Grand Bank Of Marblehea"
"The Milford National Bank And Trust Company","1757","288648.0","1","2615","The Milford National Bank And Trust"
"Millbury National Bank","1527","83793.0","1","2616","Millbury National Bank"
"The First National Bank Of Brooksville","41004","62895.0","1","2682","The First National Bank Of Brooksvil"
"Cumberland Valley National Bank & Trust Company","40729","410676.0","1","2691","Cumberland Valley National Bank & Tr"
"The First National Bank Of Grayson","41143","235261.0","1","2695","The First National Bank Of Grayson"
"The First National Bank Of Jackson","41339","111441.0","1","2698","The First National Bank Of Jackson"
"First Southern National Bank","40444","674438.0","1","2700","First Southern National Bank"
"First National Bank And Trust","40741","202786.0","1","2704","First National Bank And Trust"
"The First National Bank Of Manchester","40962","144532.0","1","2708","The First National Bank Of Mancheste"
"First State Financial, Inc.","40965","341499.0","1","2710","First State Financial, Inc."
"Traditional Bank, Inc.","40353","1180109.0","1","2711","Traditional Bank, Inc."
"Citizens National Bank Of Paintsville","41240","567770.0","1","2718","Citizens National Bank Of Paintsvill"
"Community Trust Bank, Inc.","41501","3745549.0","1","2720","Community Trust Bank, Inc."
"The First Commonwealth Bank Of Prestonsburg, Inc.","41653","299105.0","1","2721","The First Commonwealth Bank Of Prestonsburg, Inc."
"The Salyersville National Bank","41465","125894.0","1","2723","The Salyersville National Bank"
"The Citizens National Bank Of Somerset","42501","357652.0","1","2725","The Citizens National Bank Of Somers"
"Bank Of Buffalo","42716","73783.0","1","2733","Bank Of Buffalo"
"The First National Bank Of Carrollton","41008","100792.0","1","2735","The First National Bank Of Carrollto"
"First & Farmers National Bank, Inc.","42501","487709.0","1","2738","First & Farmers National Bank, Inc."
"The Farmers National Bank Of Danville","40422","435692.0","1","2740","The Farmers National Bank Of Danvill"
"The Lincoln National Bank Of Hodgenville","42748","284024.0","1","2750","The Lincoln National Bank Of Hodgenv"
"The Citizens National Bank Of Lebanon","40033","120418.0","1","2753","The Citizens National Bank Of Lebano"
"The Farmers National Bank Of Lebanon","40033","105876.0","1","2754","The Farmers National Bank Of Lebanon"
"Fnb Bank, Inc.","42066","423559.0","1","2759","Fnb Bank, Inc."
"First Farmers Bank And Trust Company","40359","111554.0","1","2762","First Farmers Bank And Trust Company"
"Farmers Bank And Trust Company, Princeton, Kentucky","42445","119835.0","1","2765","Farmers Bank And Trust Company, Princeton, Kentucky"
"The First National Bank Of Russell Springs","42642","204786.0","1","2767","The First National Bank Of Russell S"
"The Farmers National Bank Of Scottsville","42164","255416.0","1","2769","The Farmers National Bank Of Scottsv"
"Midsouth Bank","36301","384730.0","1","2777","Midsouth Bank"
"The First National Bank And Trust","36502","123866.0","1","2779","The First National Bank And Trust"
"First Bank Of Boaz","35957","195478.0","1","2784","First Bank Of Boaz"
"The First National Bank Of Brundidge","36010","94584.0","1","2786","The First National Bank Of Brundidge"
"Community Neighbor Bank","36726","106828.0","1","2787","Community Neighbor Bank"
"The First National Bank Of Dozier","36028","39955.0","1","2794","The First National Bank Of Dozier"
"The First National Bank Of Hartford","36344","118916.0","1","2804","The First National Bank Of Hartford"
"Hnb First Bank","36345","106706.0","1","2805","Hnb First Bank"
"Fnb Bank","35768","366563.0","1","2824","Fnb Bank"
"Friend Bank","36375","123251.0","1","2828","Friend Bank"
"First Southern State Bank","35772","362515.0","1","2829","First Southern State Bank"
"The First Bank Of Alabama","35160","400333.0","1","2832","The First Bank Of Alabama"
"Amerifirst Bank","36089","141359.0","1","2838","Amerifirst Bank"
"Farmers Bank","83316","432005.0","1","2850","Farmers Bank"
"State Bank Northwest","99216","121331.0","1","2945","State Bank Northwest"
"Baker-Boyer National Bank","99362","552178.0","1","2987","Baker-Boyer National Bank"
"Vectra Bank Colorado, National Association","87401","3230926.0","1","2993","Vectra Bank Colorado, National Association"
"The First National Bank Of Durango","81302","474199.0","1","3014","The First National Bank Of Durango"
"High Plains Bank","80815","134004.0","1","3017","High Plains Bank"
"The First National Bank Of Fleming","80728","23191.0","1","3018","The First National Bank Of Fleming"
"Rocky Mountain Bank & Trust","81226","66344.0","1","3019","Rocky Mountain Bank & Trust"
"Colorado East Bank & Trust","81052","756933.0","1","3027","Colorado East Bank & Trust"
"The First National Bank Of Hugo","80821","112105.0","1","3029","The First National Bank Of Hugo"
"Points West Community Bank","80737","215306.0","1","3031","Points West Community Bank"
"The First National Bank Of Las Animas","81054","322447.0","1","3034","The First National Bank Of Las Anima"
"First Colorado National Bank","81428","53796.0","1","3047","First Colorado National Bank"
"First Pioneer National Bank","80758","169024.0","1","3063","First Pioneer National Bank"
"First Financial Bank, National Association","79604","6093220.0","1","3066","First Financial Bank, National Association"
"The First National Bank Of Albany","76430","486191.0","1","3067","The First National Bank Of Albany"
"The First National Bank Of Anderson","77830","171900.0","1","3075","The First National Bank Of Anderson"
"Independent Bank","75070","4370665.0","1","3076","Independent Bank"
"The First National Bank Of Anson","79501","58447.0","1","3078","The First National Bank Of Anson"
"The First National Bank Of Aspermont","79502","60334.0","1","3079","The First National Bank Of Aspermont"
"First Bank Texas, Ssb","79504","427077.0","1","3086","First Bank Texas, Ssb"
